Freq.	V(vo)
1.47910838816788e+004	(3.27540021605132e+001,1.39018362539215e+002)
1.48251808514562e+004	(3.27455518692307e+001,1.38952100046193e+002)
1.48593564228668e+004	(3.27370790917779e+001,1.38885811916215e+002)
1.48936107771058e+004	(3.27285838122956e+001,1.38819498472927e+002)
1.49279440957866e+004	(3.27200660151466e+001,1.38753160040553e+002)
1.49623565609410e+004	(3.27115256849162e+001,1.38686796943880e+002)
1.49968483550204e+004	(3.27029628064129e+001,1.38620409508252e+002)
1.50314196608969e+004	(3.26943773646690e+001,1.38553998059566e+002)
1.50660706618641e+004	(3.26857693449413e+001,1.38487562924256e+002)
1.51008015416381e+004	(3.26771387327116e+001,1.38421104429293e+002)
1.51356124843587e+004	(3.26684855136872e+001,1.38354622902171e+002)
1.51705036745900e+004	(3.26598096738019e+001,1.38288118670901e+002)
1.52054752973216e+004	(3.26511111992162e+001,1.38221592064002e+002)
1.52405275379695e+004	(3.26423900763177e+001,1.38155043410493e+002)
1.52756605823773e+004	(3.26336462917224e+001,1.38088473039885e+002)
1.53108746168169e+004	(3.26248798322743e+001,1.38021881282172e+002)
1.53461698279895e+004	(3.26160906850469e+001,1.37955268467825e+002)
1.53815464030269e+004	(3.26072788373427e+001,1.37888634927777e+002)
1.54170045294921e+004	(3.25984442766949e+001,1.37821980993423e+002)
1.54525443953807e+004	(3.25895869908668e+001,1.37755306996606e+002)
1.54881661891214e+004	(3.25807069678531e+001,1.37688613269608e+002)
1.55238700995774e+004	(3.25718041958800e+001,1.37621900145147e+002)
1.55596563160473e+004	(3.25628786634057e+001,1.37555167956361e+002)
1.55955250282660e+004	(3.25539303591211e+001,1.37488417036805e+002)
1.56314764264060e+004	(3.25449592719502e+001,1.37421647720441e+002)
1.56675107010780e+004	(3.25359653910502e+001,1.37354860341626e+002)
1.57036280433320e+004	(3.25269487058126e+001,1.37288055235109e+002)
1.57398286446587e+004	(3.25179092058630e+001,1.37221232736017e+002)
1.57761126969900e+004	(3.25088468810621e+001,1.37154393179850e+002)
1.58124803927003e+004	(3.24997617215056e+001,1.37087536902470e+002)
1.58489319246076e+004	(3.24906537175250e+001,1.37020664240094e+002)
1.58854674859742e+004	(3.24815228596878e+001,1.36953775529281e+002)
1.59220872705081e+004	(3.24723691387979e+001,1.36886871106930e+002)
1.59587914723638e+004	(3.24631925458961e+001,1.36819951310264e+002)
1.59955802861431e+004	(3.24539930722606e+001,1.36753016476828e+002)
1.60324539068968e+004	(3.24447707094067e+001,1.36686066944472e+002)
1.60694125301252e+004	(3.24355254490881e+001,1.36619103051352e+002)
1.61064563517791e+004	(3.24262572832965e+001,1.36552125135910e+002)
1.61435855682612e+004	(3.24169662042623e+001,1.36485133536874e+002)
1.61808003764270e+004	(3.24076522044548e+001,1.36418128593246e+002)
1.62181009735857e+004	(3.23983152765826e+001,1.36351110644290e+002)
1.62554875575012e+004	(3.23889554135938e+001,1.36284080029528e+002)
1.62929603263936e+004	(3.23795726086763e+001,1.36217037088727e+002)
1.63305194789397e+004	(3.23701668552582e+001,1.36149982161891e+002)
1.63681652142744e+004	(3.23607381470081e+001,1.36082915589255e+002)
1.64058977319917e+004	(3.23512864778350e+001,1.36015837711270e+002)
1.64437172321456e+004	(3.23418118418891e+001,1.35948748868598e+002)
1.64816239152514e+004	(3.23323142335617e+001,1.35881649402105e+002)
1.65196179822864e+004	(3.23227936474853e+001,1.35814539652844e+002)
1.65576996346916e+004	(3.23132500785343e+001,1.35747419962053e+002)
1.65958690743719e+004	(3.23036835218249e+001,1.35680290671145e+002)
1.66341265036980e+004	(3.22940939727151e+001,1.35613152121695e+002)
1.66724721255069e+004	(3.22844814268055e+001,1.35546004655433e+002)
1.67109061431033e+004	(3.22748458799388e+001,1.35478848614236e+002)
1.67494287602606e+004	(3.22651873282006e+001,1.35411684340119e+002)
1.67880401812218e+004	(3.22555057679190e+001,1.35344512175221e+002)
1.68267406107009e+004	(3.22458011956652e+001,1.35277332461801e+002)
1.68655302538836e+004	(3.22360736082533e+001,1.35210145542228e+002)
1.69044093164288e+004	(3.22263230027407e+001,1.35142951758968e+002)
1.69433780044695e+004	(3.22165493764282e+001,1.35075751454582e+002)
1.69824365246136e+004	(3.22067527268598e+001,1.35008544971706e+002)
1.70215850839457e+004	(3.21969330518232e+001,1.34941332653053e+002)
1.70608238900274e+004	(3.21870903493496e+001,1.34874114841396e+002)
1.71001531508990e+004	(3.21772246177140e+001,1.34806891879562e+002)
1.71395730750804e+004	(3.21673358554351e+001,1.34739664110423e+002)
1.71790838715720e+004	(3.21574240612755e+001,1.34672431876884e+002)
1.72186857498562e+004	(3.21474892342417e+001,1.34605195521876e+002)
1.72583789198981e+004	(3.21375313735839e+001,1.34537955388346e+002)
1.72981635921471e+004	(3.21275504787965e+001,1.34470711819249e+002)
1.73380399775375e+004	(3.21175465496178e+001,1.34403465157537e+002)
1.73780082874898e+004	(3.21075195860301e+001,1.34336215746148e+002)
1.74180687339122e+004	(3.20974695882594e+001,1.34268963928002e+002)
1.74582215292011e+004	(3.20873965567762e+001,1.34201710045988e+002)
1.74984668862426e+004	(3.20773004922944e+001,1.34134454442953e+002)
1.75388050184136e+004	(3.20671813957722e+001,1.34067197461698e+002)
1.75792361395829e+004	(3.20570392684114e+001,1.33999939444963e+002)
1.76197604641123e+004	(3.20468741116578e+001,1.33932680735422e+002)
1.76603782068576e+004	(3.20366859272007e+001,1.33865421675673e+002)
1.77010895831702e+004	(3.20264747169735e+001,1.33798162608225e+002)
1.77418948088976e+004	(3.20162404831527e+001,1.33730903875494e+002)
1.77827941003852e+004	(3.20059832281586e+001,1.33663645819790e+002)
1.78237876744769e+004	(3.19957029546548e+001,1.33596388783308e+002)
1.78648757485165e+004	(3.19853996655483e+001,1.33529133108123e+002)
1.79060585403489e+004	(3.19750733639889e+001,1.33461879136174e+002)
1.79473362683212e+004	(3.19647240533698e+001,1.33394627209259e+002)
1.79887091512838e+004	(3.19543517373268e+001,1.33327377669026e+002)
1.80301774085916e+004	(3.19439564197387e+001,1.33260130856963e+002)
1.80717412601052e+004	(3.19335381047264e+001,1.33192887114385e+002)
1.81134009261919e+004	(3.19230967966535e+001,1.33125646782433e+002)
1.81551566277272e+004	(3.19126325001258e+001,1.33058410202056e+002)
1.81970085860957e+004	(3.19021452199909e+001,1.32991177714008e+002)
1.82389570231922e+004	(3.18916349613383e+001,1.32923949658836e+002)
1.82810021614233e+004	(3.18811017294988e+001,1.32856726376871e+002)
1.83231442237079e+004	(3.18705455300449e+001,1.32789508208221e+002)
1.83653834334793e+004	(3.18599663687900e+001,1.32722295492758e+002)
1.84077200146854e+004	(3.18493642517882e+001,1.32655088570111e+002)
1.84501541917905e+004	(3.18387391853345e+001,1.32587887779660e+002)
1.84926861897766e+004	(3.18280911759640e+001,1.32520693460519e+002)
1.85353162341439e+004	(3.18174202304518e+001,1.32453505951536e+002)
1.85780445509127e+004	(3.18067263558129e+001,1.32386325591277e+002)
1.86208713666244e+004	(3.17960095593016e+001,1.32319152718020e+002)
1.86637969083424e+004	(3.17852698484114e+001,1.32251987669746e+002)
1.87068214036537e+004	(3.17745072308747e+001,1.32184830784130e+002)
1.87499450806699e+004	(3.17637217146623e+001,1.32117682398529e+002)
1.87931681680284e+004	(3.17529133079831e+001,1.32050542849978e+002)
1.88364908948937e+004	(3.17420820192839e+001,1.31983412475179e+002)
1.88799134909586e+004	(3.17312278572490e+001,1.31916291610488e+002)
1.89234361864454e+004	(3.17203508307996e+001,1.31849180591914e+002)
1.89670592121071e+004	(3.17094509490938e+001,1.31782079755102e+002)
1.90107827992287e+004	(3.16985282215259e+001,1.31714989435330e+002)
1.90546071796281e+004	(3.16875826577261e+001,1.31647909967498e+002)
1.90985325856580e+004	(3.16766142675603e+001,1.31580841686119e+002)
1.91425592502065e+004	(3.16656230611291e+001,1.31513784925309e+002)
1.91866874066985e+004	(3.16546090487683e+001,1.31446740018782e+002)
1.92309172890972e+004	(3.16435722410476e+001,1.31379707299835e+002)
1.92752491319050e+004	(3.16325126487704e+001,1.31312687101348e+002)
1.93196831701648e+004	(3.16214302829738e+001,1.31245679755767e+002)
1.93642196394616e+004	(3.16103251549275e+001,1.31178685595100e+002)
1.94088587759233e+004	(3.15991972761337e+001,1.31111704950905e+002)
1.94536008162222e+004	(3.15880466583265e+001,1.31044738154286e+002)
1.94984459975760e+004	(3.15768733134713e+001,1.30977785535880e+002)
1.95433945577495e+004	(3.15656772537648e+001,1.30910847425852e+002)
1.95884467350554e+004	(3.15544584916337e+001,1.30843924153882e+002)
1.96336027683560e+004	(3.15432170397349e+001,1.30777016049162e+002)
1.96788628970639e+004	(3.15319529109545e+001,1.30710123440382e+002)
1.97242273611440e+004	(3.15206661184074e+001,1.30643246655726e+002)
1.97696964011141e+004	(3.15093566754370e+001,1.30576386022861e+002)
1.98152702580464e+004	(3.14980245956143e+001,1.30509541868929e+002)
1.98609491735692e+004	(3.14866698927374e+001,1.30442714520540e+002)
1.99067333898673e+004	(3.14752925808311e+001,1.30375904303762e+002)
1.99526231496842e+004	(3.14638926741463e+001,1.30309111544113e+002)
1.99986186963229e+004	(3.14524701871590e+001,1.30242336566554e+002)
2.00447202736470e+004	(3.14410251345705e+001,1.30175579695478e+002)
2.00909281260827e+004	(3.14295575313059e+001,1.30108841254707e+002)
2.01372424986193e+004	(3.14180673925140e+001,1.30042121567477e+002)
2.01836636368110e+004	(3.14065547335668e+001,1.29975420956435e+002)
2.02301917867781e+004	(3.13950195700584e+001,1.29908739743629e+002)
2.02768271952082e+004	(3.13834619178047e+001,1.29842078250501e+002)
2.03235701093576e+004	(3.13718817928425e+001,1.29775436797876e+002)
2.03704207770525e+004	(3.13602792114293e+001,1.29708815705959e+002)
2.04173794466906e+004	(3.13486541900420e+001,1.29642215294321e+002)
2.04644463672420e+004	(3.13370067453767e+001,1.29575635881898e+002)
2.05116217882509e+004	(3.13253368943479e+001,1.29509077786976e+002)
2.05589059598367e+004	(3.13136446540878e+001,1.29442541327189e+002)
2.06062991326953e+004	(3.13019300419453e+001,1.29376026819507e+002)
2.06538015581005e+004	(3.12901930754859e+001,1.29309534580233e+002)
2.07014134879057e+004	(3.12784337724904e+001,1.29243064924988e+002)
2.07491351745443e+004	(3.12666521509546e+001,1.29176618168712e+002)
2.07969668710322e+004	(3.12548482290884e+001,1.29110194625649e+002)
2.08449088309681e+004	(3.12430220253149e+001,1.29043794609344e+002)
2.08929613085356e+004	(3.12311735582698e+001,1.28977418432634e+002)
2.09411245585041e+004	(3.12193028468009e+001,1.28911066407638e+002)
2.09893988362304e+004	(3.12074099099668e+001,1.28844738845756e+002)
2.10377843976599e+004	(3.11954947670367e+001,1.28778436057654e+002)
2.10862814993280e+004	(3.11835574374891e+001,1.28712158353261e+002)
2.11348903983616e+004	(3.11715979410113e+001,1.28645906041762e+002)
2.11836113524801e+004	(3.11596162974988e+001,1.28579679431589e+002)
2.12324446199973e+004	(3.11476125270539e+001,1.28513478830412e+002)
2.12813904598222e+004	(3.11355866499857e+001,1.28447304545138e+002)
2.13304491314608e+004	(3.11235386868084e+001,1.28381156881897e+002)
2.13796208950174e+004	(3.11114686582412e+001,1.28315036146038e+002)
2.14289060111956e+004	(3.10993765852072e+001,1.28248942642122e+002)
2.14783047413004e+004	(3.10872624888325e+001,1.28182876673916e+002)
2.15278173472388e+004	(3.10751263904453e+001,1.28116838544383e+002)
2.15774440915217e+004	(3.10629683115755e+001,1.28050828555677e+002)
2.16271852372652e+004	(3.10507882739532e+001,1.27984847009137e+002)
2.16770410481919e+004	(3.10385862995084e+001,1.27918894205276e+002)
2.17270117886324e+004	(3.10263624103698e+001,1.27852970443782e+002)
2.17770977235266e+004	(3.10141166288640e+001,1.27787076023503e+002)
2.18272991184250e+004	(3.10018489775146e+001,1.27721211242444e+002)
2.18776162394905e+004	(3.09895594790415e+001,1.27655376397761e+002)
2.19280493534994e+004	(3.09772481563597e+001,1.27589571785755e+002)
2.19785987278432e+004	(3.09649150325788e+001,1.27523797701860e+002)
2.20292646305295e+004	(3.09525601310014e+001,1.27458054440645e+002)
2.20800473301839e+004	(3.09401834751232e+001,1.27392342295800e+002)
2.21309470960513e+004	(3.09277850886312e+001,1.27326661560134e+002)
2.21819641979971e+004	(3.09153649954031e+001,1.27261012525567e+002)
2.22330989065089e+004	(3.09029232195066e+001,1.27195395483125e+002)
2.22843514926979e+004	(3.08904597851978e+001,1.27129810722930e+002)
2.23357222283001e+004	(3.08779747169212e+001,1.27064258534200e+002)
2.23872113856782e+004	(3.08654680393079e+001,1.26998739205238e+002)
2.24388192378225e+004	(3.08529397771752e+001,1.26933253023426e+002)
2.24905460583526e+004	(3.08403899555253e+001,1.26867800275222e+002)
2.25423921215191e+004	(3.08278185995446e+001,1.26802381246153e+002)
2.25943577022045e+004	(3.08152257346024e+001,1.26736996220806e+002)
2.26464430759253e+004	(3.08026113862505e+001,1.26671645482827e+002)
2.26986485188330e+004	(3.07899755802215e+001,1.26606329314910e+002)
2.27509743077154e+004	(3.07773183424283e+001,1.26541047998797e+002)
2.28034207199989e+004	(3.07646396989631e+001,1.26475801815267e+002)
2.28559880337490e+004	(3.07519396760961e+001,1.26410591044132e+002)
2.29086765276724e+004	(3.07392183002748e+001,1.26345415964234e+002)
2.29614864811183e+004	(3.07264755981228e+001,1.26280276853436e+002)
2.30144181740797e+004	(3.07137115964391e+001,1.26215173988618e+002)
2.30674718871953e+004	(3.07009263221966e+001,1.26150107645672e+002)
2.31206479017506e+004	(3.06881198025414e+001,1.26085078099495e+002)
2.31739464996794e+004	(3.06752920647920e+001,1.26020085623984e+002)
2.32273679635657e+004	(3.06624431364376e+001,1.25955130492033e+002)
2.32809125766447e+004	(3.06495730451377e+001,1.25890212975525e+002)
2.33345806228046e+004	(3.06366818187209e+001,1.25825333345329e+002)
2.33883723865881e+004	(3.06237694851836e+001,1.25760491871292e+002)
2.34422881531938e+004	(3.06108360726893e+001,1.25695688822237e+002)
2.34963282084776e+004	(3.05978816095673e+001,1.25630924465955e+002)
2.35504928389546e+004	(3.05849061243118e+001,1.25566199069205e+002)
2.36047823318003e+004	(3.05719096455810e+001,1.25501512897702e+002)
2.36591969748521e+004	(3.05588922021955e+001,1.25436866216119e+002)
2.37137370566110e+004	(3.05458538231377e+001,1.25372259288076e+002)
2.37684028662432e+004	(3.05327945375508e+001,1.25307692376141e+002)
2.38231946935813e+004	(3.05197143747373e+001,1.25243165741822e+002)
2.38781128291262e+004	(3.05066133641583e+001,1.25178679645563e+002)
2.39331575640483e+004	(3.04934915354322e+001,1.25114234346739e+002)
2.39883291901893e+004	(3.04803489183339e+001,1.25049830103651e+002)
2.40436280000637e+004	(3.04671855427933e+001,1.24985467173526e+002)
2.40990542868603e+004	(3.04540014388946e+001,1.24921145812506e+002)
2.41546083444438e+004	(3.04407966368750e+001,1.24856866275648e+002)
2.42102904673561e+004	(3.04275711671237e+001,1.24792628816917e+002)
2.42661009508185e+004	(3.04143250601808e+001,1.24728433689186e+002)
2.43220400907325e+004	(3.04010583467360e+001,1.24664281144227e+002)
2.43781081836818e+004	(3.03877710576278e+001,1.24600171432708e+002)
2.44343055269340e+004	(3.03744632238424e+001,1.24536104804193e+002)
2.44906324184417e+004	(3.03611348765122e+001,1.24472081507133e+002)
2.45470891568446e+004	(3.03477860469150e+001,1.24408101788863e+002)
2.46036760414705e+004	(3.03344167664731e+001,1.24344165895601e+002)
2.46603933723376e+004	(3.03210270667516e+001,1.24280274072440e+002)
2.47172414501555e+004	(3.03076169794578e+001,1.24216426563349e+002)
2.47742205763270e+004	(3.02941865364398e+001,1.24152623611165e+002)
2.48313310529499e+004	(3.02807357696855e+001,1.24088865457591e+002)
2.48885731828181e+004	(3.02672647113215e+001,1.24025152343192e+002)
2.49459472694237e+004	(3.02537733936119e+001,1.23961484507393e+002)
2.50034536169585e+004	(3.02402618489572e+001,1.23897862188475e+002)
2.50610925303153e+004	(3.02267301098932e+001,1.23834285623568e+002)
2.51188643150899e+004	(3.02131782090896e+001,1.23770755048654e+002)
2.51767692775826e+004	(3.01996061793496e+001,1.23707270698557e+002)
2.52348077247998e+004	(3.01860140536078e+001,1.23643832806945e+002)
2.52929799644555e+004	(3.01724018649298e+001,1.23580441606324e+002)
2.53512863049731e+004	(3.01587696465107e+001,1.23517097328036e+002)
2.54097270554871e+004	(3.01451174316742e+001,1.23453800202256e+002)
2.54683025258444e+004	(3.01314452538712e+001,1.23390550457986e+002)
2.55270130266065e+004	(3.01177531466787e+001,1.23327348323057e+002)
2.55858588690504e+004	(3.01040411437991e+001,1.23264194024122e+002)
2.56448403651711e+004	(3.00903092790583e+001,1.23201087786655e+002)
2.57039578276826e+004	(3.00765575864052e+001,1.23138029834949e+002)
2.57632115700197e+004	(3.00627860999104e+001,1.23075020392111e+002)
2.58226019063399e+004	(3.00489948537646e+001,1.23012059680060e+002)
2.58821291515248e+004	(3.00351838822782e+001,1.22949147919525e+002)
2.59417936211820e+004	(3.00213532198796e+001,1.22886285330043e+002)
2.60015956316466e+004	(3.00075029011142e+001,1.22823472129954e+002)
2.60615354999828e+004	(2.99936329606435e+001,1.22760708536402e+002)
2.61216135439859e+004	(2.99797434332435e+001,1.22697994765329e+002)
2.61818300821837e+004	(2.99658343538039e+001,1.22635331031475e+002)
2.62421854338382e+004	(2.99519057573267e+001,1.22572717548377e+002)
2.63026799189476e+004	(2.99379576789255e+001,1.22510154528360e+002)
2.63633138582476e+004	(2.99239901538236e+001,1.22447642182545e+002)
2.64240875732132e+004	(2.99100032173536e+001,1.22385180720837e+002)
2.64850013860608e+004	(2.98959969049559e+001,1.22322770351930e+002)
2.65460556197491e+004	(2.98819712521775e+001,1.22260411283302e+002)
2.66072505979818e+004	(2.98679262946709e+001,1.22198103721213e+002)
2.66685866452085e+004	(2.98538620681931e+001,1.22135847870702e+002)
2.67300640866268e+004	(2.98397786086042e+001,1.22073643935590e+002)
2.67916832481840e+004	(2.98256759518666e+001,1.22011492118470e+002)
2.68534444565787e+004	(2.98115541340434e+001,1.21949392620715e+002)
2.69153480392628e+004	(2.97974131912976e+001,1.21887345642468e+002)
2.69773943244428e+004	(2.97832531598908e+001,1.21825351382644e+002)
2.70395836410820e+004	(2.97690740761821e+001,1.21763410038930e+002)
2.71019163189020e+004	(2.97548759766269e+001,1.21701521807778e+002)
2.71643926883844e+004	(2.97406588977760e+001,1.21639686884411e+002)
2.72270130807727e+004	(2.97264228762739e+001,1.21577905462814e+002)
2.72897778280740e+004	(2.97121679488582e+001,1.21516177735739e+002)
2.73526872630607e+004	(2.96978941523583e+001,1.21454503894700e+002)
2.74157417192723e+004	(2.96836015236940e+001,1.21392884129971e+002)
2.74789415310175e+004	(2.96692900998749e+001,1.21331318630590e+002)
2.75422870333751e+004	(2.96549599179987e+001,1.21269807584349e+002)
2.76057785621969e+004	(2.96406110152502e+001,1.21208351177803e+002)
2.76694164541086e+004	(2.96262434289005e+001,1.21146949596262e+002)
2.77332010465118e+004	(2.96118571963054e+001,1.21085603023791e+002)
2.77971326775863e+004	(2.95974523549046e+001,1.21024311643213e+002)
2.78612116862911e+004	(2.95830289422203e+001,1.20963075636101e+002)
2.79254384123668e+004	(2.95685869958564e+001,1.20901895182786e+002)
2.79898131963370e+004	(2.95541265534970e+001,1.20840770462347e+002)
2.80543363795105e+004	(2.95396476529054e+001,1.20779701652619e+002)
2.81190083039827e+004	(2.95251503319231e+001,1.20718688930185e+002)
2.81838293126379e+004	(2.95106346284687e+001,1.20657732470379e+002)
2.82487997491504e+004	(2.94961005805363e+001,1.20596832447286e+002)
2.83139199579871e+004	(2.94815482261952e+001,1.20535989033739e+002)
2.83791902844088e+004	(2.94669776035878e+001,1.20475202401321e+002)
2.84446110744724e+004	(2.94523887509293e+001,1.20414472720361e+002)
2.85101826750323e+004	(2.94377817065063e+001,1.20353800159940e+002)
2.85759054337427e+004	(2.94231565086753e+001,1.20293184887881e+002)
2.86417796990590e+004	(2.94085131958624e+001,1.20232627070760e+002)
2.87078058202401e+004	(2.93938518065613e+001,1.20172126873896e+002)
2.87739841473499e+004	(2.93791723793327e+001,1.20111684461357e+002)
2.88403150312592e+004	(2.93644749528034e+001,1.20051299995956e+002)
2.89067988236479e+004	(2.93497595656644e+001,1.19990973639254e+002)
2.89734358770063e+004	(2.93350262566708e+001,1.19930705551557e+002)
2.90402265446376e+004	(2.93202750646397e+001,1.19870495891920e+002)
2.91071711806591e+004	(2.93055060284498e+001,1.19810344818142e+002)
2.91742701400047e+004	(2.92907191870402e+001,1.19750252486770e+002)
2.92415237784264e+004	(2.92759145794091e+001,1.19690219053097e+002)
2.93089324524962e+004	(2.92610922446126e+001,1.19630244671163e+002)
2.93764965196083e+004	(2.92462522217641e+001,1.19570329493756e+002)
2.94442163379806e+004	(2.92313945500327e+001,1.19510473672411e+002)
2.95120922666568e+004	(2.92165192686425e+001,1.19450677357411e+002)
2.95801246655084e+004	(2.92016264168712e+001,1.19390940697785e+002)
2.96483138952364e+004	(2.91867160340493e+001,1.19331263841314e+002)
2.97166603173732e+004	(2.91717881595590e+001,1.19271646934526e+002)
2.97851642942848e+004	(2.91568428328326e+001,1.19212090122699e+002)
2.98538261891725e+004	(2.91418800933523e+001,1.19152593549860e+002)
2.99226463660748e+004	(2.91268999806486e+001,1.19093157358788e+002)
2.99916251898694e+004	(2.91119025342990e+001,1.19033781691012e+002)
3.00607630262751e+004	(2.90968877939278e+001,1.18974466686815e+002)
3.01300602418540e+004	(2.90818557992040e+001,1.18915212485231e+002)
3.01995172040130e+004	(2.90668065898410e+001,1.18856019224046e+002)
3.02691342810058e+004	(2.90517402055953e+001,1.18796887039804e+002)
3.03389118419355e+004	(2.90366566862654e+001,1.18737816067801e+002)
3.04088502567555e+004	(2.90215560716909e+001,1.18678806442090e+002)
3.04789498962725e+004	(2.90064384017511e+001,1.18619858295482e+002)
3.05492111321478e+004	(2.89913037163645e+001,1.18560971759544e+002)
3.06196343368995e+004	(2.89761520554874e+001,1.18502146964602e+002)
3.06902198839042e+004	(2.89609834591129e+001,1.18443384039743e+002)
3.07609681473997e+004	(2.89457979672700e+001,1.18384683112816e+002)
3.08318795024862e+004	(2.89305956200225e+001,1.18326044310430e+002)
3.09029543251285e+004	(2.89153764574678e+001,1.18267467757958e+002)
3.09741929921584e+004	(2.89001405197365e+001,1.18208953579539e+002)
3.10455958812761e+004	(2.88848878469904e+001,1.18150501898075e+002)
3.11171633710527e+004	(2.88696184794224e+001,1.18092112835239e+002)
3.11888958409319e+004	(2.88543324572552e+001,1.18033786511469e+002)
3.12607936712321e+004	(2.88390298207398e+001,1.17975523045976e+002)
3.13328572431483e+004	(2.88237106101554e+001,1.17917322556739e+002)
3.14050869387546e+004	(2.88083748658077e+001,1.17859185160512e+002)
3.14774831410056e+004	(2.87930226280281e+001,1.17801110972823e+002)
3.15500462337387e+004	(2.87776539371730e+001,1.17743100107976e+002)
3.16227766016762e+004	(2.87622688336223e+001,1.17685152679051e+002)
3.16956746304273e+004	(2.87468673577788e+001,1.17627268797908e+002)
3.17687407064901e+004	(2.87314495500672e+001,1.17569448575188e+002)
3.18419752172536e+004	(2.87160154509328e+001,1.17511692120313e+002)
3.19153785510000e+004	(2.87005651008412e+001,1.17453999541490e+002)
3.19889510969063e+004	(2.86850985402765e+001,1.17396370945712e+002)
3.20626932450470e+004	(2.86696158097409e+001,1.17338806438758e+002)
3.21366053863955e+004	(2.86541169497536e+001,1.17281306125199e+002)
3.22106879128266e+004	(2.86386020008500e+001,1.17223870108394e+002)
3.22849412171186e+004	(2.86230710035803e+001,1.17166498490498e+002)
3.23593656929550e+004	(2.86075239985090e+001,1.17109191372460e+002)
3.24339617349271e+004	(2.85919610262140e+001,1.17051948854024e+002)
3.25087297385356e+004	(2.85763821272852e+001,1.16994771033737e+002)
3.25836701001930e+004	(2.85607873423239e+001,1.16937658008943e+002)
3.26587832172257e+004	(2.85451767119419e+001,1.16880609875792e+002)
3.27340694878759e+004	(2.85295502767606e+001,1.16823626729238e+002)
3.28095293113040e+004	(2.85139080774098e+001,1.16766708663041e+002)
3.28851630875904e+004	(2.84982501545271e+001,1.16709855769774e+002)
3.29609712177378e+004	(2.84825765487567e+001,1.16653068140818e+002)
3.30369541036735e+004	(2.84668873007489e+001,1.16596345866369e+002)
3.31131121482511e+004	(2.84511824511588e+001,1.16539689035441e+002)
3.31894457552530e+004	(2.84354620406455e+001,1.16483097735863e+002)
3.32659553293924e+004	(2.84197261098716e+001,1.16426572054288e+002)
3.33426412763155e+004	(2.84039746995015e+001,1.16370112076189e+002)
3.34195040026034e+004	(2.83882078502015e+001,1.16313717885868e+002)
3.34965439157747e+004	(2.83724256026380e+001,1.16257389566450e+002)
3.35737614242874e+004	(2.83566279974774e+001,1.16201127199896e+002)
3.36511569375410e+004	(2.83408150753846e+001,1.16144930866995e+002)
3.37287308658788e+004	(2.83249868770228e+001,1.16088800647373e+002)
3.38064836205900e+004	(2.83091434430518e+001,1.16032736619494e+002)
3.38844156139121e+004	(2.82932848141280e+001,1.15976738860662e+002)
3.39625272590327e+004	(2.82774110309029e+001,1.15920807447023e+002)
3.40408189700919e+004	(2.82615221340226e+001,1.15864942453570e+002)
3.41192911621846e+004	(2.82456181641271e+001,1.15809143954143e+002)
3.41979442513626e+004	(2.82296991618488e+001,1.15753412021432e+002)
3.42767786546368e+004	(2.82137651678125e+001,1.15697746726982e+002)
3.43557947899792e+004	(2.81978162226340e+001,1.15642148141193e+002)
3.44349930763255e+004	(2.81818523669194e+001,1.15586616333324e+002)
3.45143739335773e+004	(2.81658736412646e+001,1.15531151371496e+002)
3.45939377826038e+004	(2.81498800862539e+001,1.15475753322695e+002)
3.46736850452448e+004	(2.81338717424599e+001,1.15420422252771e+002)
3.47536161443122e+004	(2.81178486504420e+001,1.15365158226448e+002)
3.48337315035928e+004	(2.81018108507460e+001,1.15309961307320e+002)
3.49140315478502e+004	(2.80857583839035e+001,1.15254831557857e+002)
3.49945167028273e+004	(2.80696912904304e+001,1.15199769039411e+002)
3.50751873952483e+004	(2.80536096108269e+001,1.15144773812210e+002)
3.51560440528213e+004	(2.80375133855763e+001,1.15089845935371e+002)
3.52370871042402e+004	(2.80214026551443e+001,1.15034985466895e+002)
3.53183169791871e+004	(2.80052774599781e+001,1.14980192463678e+002)
3.53997341083349e+004	(2.79891378405061e+001,1.14925466981504e+002)
3.54813389233490e+004	(2.79729838371365e+001,1.14870809075057e+002)
3.55631318568899e+004	(2.79568154902571e+001,1.14816218797921e+002)
3.56451133426158e+004	(2.79406328402342e+001,1.14761696202579e+002)
3.57272838151842e+004	(2.79244359274120e+001,1.14707241340423e+002)
3.58096437102549e+004	(2.79082247921118e+001,1.14652854261754e+002)
3.58921934644918e+004	(2.78919994746313e+001,1.14598535015782e+002)
3.59749335155655e+004	(2.78757600152440e+001,1.14544283650635e+002)
3.60578643021555e+004	(2.78595064541982e+001,1.14490100213357e+002)
3.61409862639526e+004	(2.78432388317164e+001,1.14435984749917e+002)
3.62242998416611e+004	(2.78269571879949e+001,1.14381937305205e+002)
3.63078054770013e+004	(2.78106615632024e+001,1.14327957923040e+002)
3.63915036127119e+004	(2.77943519974799e+001,1.14274046646173e+002)
3.64753946925519e+004	(2.77780285309400e+001,1.14220203516290e+002)
3.65594791613036e+004	(2.77616912036656e+001,1.14166428574012e+002)
3.66437574647744e+004	(2.77453400557099e+001,1.14112721858905e+002)
3.67282300497995e+004	(2.77289751270953e+001,1.14059083409476e+002)
3.68128973642442e+004	(2.77125964578129e+001,1.14005513263181e+002)
3.68977598570061e+004	(2.76962040878218e+001,1.13952011456428e+002)
3.69828179780176e+004	(2.76797980570484e+001,1.13898578024577e+002)
